step,wallclock_time,train/loss,train/learning_rate,train/tokens_per_sec,train/iter_time,val/loss,val/final_loss
0,0.9228706359863281,9.270013809204102,0.0,17754.598865216198,0.9228031635284424,,
50,18.60500454902649,5.112287521362305,0.00030000000000000003,46133.64407273489,0.35514211654663086,,
100,36.370373010635376,3.5468530654907227,0.0006000000000000001,46149.44470889095,0.35502052307128906,,
150,54.19705104827881,2.9834203720092773,0.0009,45547.41270962773,0.359713077545166,,
200,72.12831687927246,2.7224392890930176,0.0012000000000000001,45858.445496302,0.3572733402252197,,
250,90.06074643135071,2.586552619934082,0.0015,45592.16643125131,0.3593599796295166,,
300,108.06142497062683,2.4871413707733154,0.0018,45608.05230895842,0.3592348098754883,,
350,126.05681037902832,2.433133363723755,0.0021,45610.019902102315,0.3592193126678467,,
400,144.0616705417633,2.242074489593506,0.0024000000000000002,45191.2730831047,0.3625478744506836,,
450,162.1515576839447,2.2930097579956055,0.0027,45401.9455436779,0.36086559295654297,,
500,180.2973985671997,2.2294249534606934,0.003,44794.09793894737,0.36576247215270996,,
500,180.2973985671997,,,,,2.268453323841095,
550,202.35936975479126,2.171565055847168,0.0033000000000000004,45012.128696891574,0.36399078369140625,,
600,220.57781314849854,2.208862543106079,0.0036,44996.183765499474,0.3641197681427002,,
650,238.81830072402954,2.072902202606201,0.0039000000000000003,44790.12728392608,0.3657948970794678,,
700,257.0667214393616,2.1060032844543457,0.0042,45040.68684686574,0.36375999450683594,,
750,275.3369302749634,2.0967206954956055,0.0045000000000000005,44897.699978896875,0.36491847038269043,,
800,293.64119243621826,2.079292058944702,0.0048000000000000004,44587.77196736607,0.36745500564575195,,
850,311.9460859298706,2.078050136566162,0.0051,45156.825708570665,0.3628244400024414,,
900,330.256315946579,2.0112457275390625,0.0054,44830.15799358726,0.36546826362609863,,
950,348.57416224479675,2.0512280464172363,0.0057,44634.224380916254,0.36707258224487305,,
1000,366.9019720554352,1.9513596296310425,0.006,44445.68700606994,0.36862969398498535,,
1000,366.9019720554352,,,,,1.978993195295334,
1050,389.11579751968384,2.028735637664795,0.005999320234344768,44330.713209969326,0.3695857524871826,,
1100,407.44015312194824,1.843328595161438,0.00599728127966155,44916.3346736874,0.36476707458496094,,
1150,425.7701201438904,2.0210227966308594,0.005993884162625432,44907.08875817754,0.36484217643737793,,
1200,444.10498046875,1.907922387123108,0.005989130593787146,44667.849716761295,0.36679625511169434,,
1250,462.4387397766113,1.9160820245742798,0.005983022966711755,44578.86324071083,0.36752843856811523,,
1300,480.77388548851013,1.8252522945404053,0.005975564356773424,44813.28962569663,0.36560583114624023,,
1350,499.1017572879791,1.8537650108337402,0.005966758519606872,44405.622301200616,0.36896228790283203,,
1400,517.4270758628845,1.8458364009857178,0.0059566098892163,44769.93455539507,0.36595988273620605,,
1450,535.7556486129761,1.8317064046859741,0.0059451235757427365,44592.34341037987,0.3674173355102539,,
1500,554.0740096569061,1.8290501832962036,0.005932305362890924,44905.269375510106,0.3648569583892822,,
1500,554.0740096569061,,,,,1.8273176074028015,
1550,576.2898449897766,1.8619260787963867,0.005918161705017055,44757.51282326835,0.3660614490509033,,
1600,594.6354038715363,1.7647961378097534,0.005902699723878804,44693.61793169473,0.36658477783203125,,
1650,612.9651474952698,1.7681775093078613,0.005885927205049313,44376.14411249619,0.36920738220214844,,
1700,631.2891783714294,1.8780477046966553,0.005867852593996915,44970.065581408744,0.3643312454223633,,
1750,649.6221826076508,1.8164657354354858,0.005848484991832593,44959.76798698826,0.36441469192504883,,
1800,667.9677972793579,1.79806387424469,0.0058278341507272905,44412.07946410395,0.3689086437225342,,
1850,686.3156940937042,1.7339982986450195,0.0058059104690014055,44757.483672382106,0.3660616874694824,,
1900,704.6493351459503,1.8052308559417725,0.005782724985888917,44746.846134662206,0.3661487102508545,,
1950,722.9776334762573,1.7270383834838867,0.005758289375978803,44749.993153303105,0.3661229610443115,,
2000,741.3066411018372,1.704575777053833,0.005732615943336531,44420.86421992374,0.3688356876373291,,
2000,741.3066411018372,,,,,1.7791413486003875,
2050,763.5469415187836,1.8514502048492432,0.005705717615308593,45063.37034608302,0.36357688903808594,,
2100,781.8838977813721,1.7780611515045166,0.005677607936013193,44857.10939421553,0.3652486801147461,,
2150,800.2131259441376,1.8382186889648438,0.005648301059520378,44867.506482398574,0.36516404151916504,,
2200,818.5415575504303,1.7899328470230103,0.005617811742725039,44427.383261506795,0.36878156661987305,,
2250,836.8707137107849,1.761580467224121,0.005586155337916367,44447.4118408755,0.36861538887023926,,
2300,855.2054107189178,1.7184847593307495,0.005553347785047518,44530.36164087078,0.36792874336242676,,
2350,873.5457577705383,1.7166309356689453,0.0055194056037093575,44369.89793037902,0.3692593574523926,,
2400,891.8720579147339,1.7109079360961914,0.005484345884812359,44675.89364559888,0.3667302131652832,,
2450,910.199770450592,1.779617428779602,0.005448186281980809,44839.66483269823,0.3653907775878906,,
2500,928.5368249416351,1.749596357345581,0.005410945002663681,44940.4506609344,0.36457133293151855,,
2500,928.5368249416351,,,,,1.7196163654327392,
2550,950.7870817184448,1.7611830234527588,0.00537264079896663,44843.52722346498,0.3653593063354492,,
2600,969.1389257907867,1.7295806407928467,0.00533329295820975,44292.711006551785,0.3699028491973877,,
2650,987.4771945476532,1.7940086126327515,0.0052929212932158205,44908.46806586277,0.36483097076416016,,
2700,1005.8075766563416,1.7768292427062988,0.005251546132333957,44783.034409950356,0.36585283279418945,,
2750,1024.138301372528,1.7288756370544434,0.005209188309203678,44606.67140691889,0.36729931831359863,,
2800,1042.4742753505707,1.6459681987762451,0.005165869152264535,44658.64776328137,0.36687183380126953,,
2850,1060.8190519809723,1.6551189422607422,0.0051216104740166015,44736.41751530014,0.36623406410217285,,
2900,1079.147234916687,1.7215903997421265,0.005076434560037224,44824.66049300979,0.3655130863189697,,
2950,1097.47803068161,1.6385202407836914,0.005030364157759565,44641.21219223671,0.36701512336730957,,
3000,1115.8151881694794,1.6307482719421387,0.0049834224650185804,44821.41526131241,0.36553955078125,,
3000,1115.8151881694794,,,,,1.695868456363678,
3050,1138.062242269516,1.6821304559707642,0.004935633118370214,44401.3472577501,0.36899781227111816,,
3100,1156.3850429058075,1.6739729642868042,0.004887020181189678,44929.19722838616,0.36466264724731445,,
3150,1174.718866109848,1.6775004863739014,0.00483760813155482,44906.648571432306,0.36484575271606445,,
3200,1193.0507583618164,1.6889307498931885,0.004787421849920677,45013.57343550112,0.3639791011810303,,
3250,1211.3840327262878,1.657249927520752,0.004736486606591409,44621.095534155334,0.36718058586120605,,
3300,1229.7208604812622,1.6972249746322632,0.004684828048995947,44976.62908070133,0.36427807807922363,,
3350,1248.0656588077545,1.6940412521362305,0.0046324721887737366,44386.43408997106,0.369121789932251,,
3400,1266.3936052322388,1.5876562595367432,0.004579445388677096,44775.73955854642,0.36591243743896484,,
3450,1284.7228899002075,1.684208631515503,0.004525774349296776,44812.14993403982,0.3656151294708252,,
3500,1303.0718219280243,1.7940163612365723,0.004471486095617407,44328.42552000181,0.36960482597351074,,
3500,1303.0718219280243,,,,,1.664258462190628,
3550,1325.3105163574219,1.704053282737732,0.004416607963409606,44921.06183426015,0.3647286891937256,,
3600,1343.6576290130615,1.6467020511627197,0.004361167585465594,44293.28198573606,0.36989808082580566,,
3650,1361.9970467090607,1.627995252609253,0.004305192877685252,44828.52029921569,0.3654816150665283,,
3700,1380.324565410614,1.6492831707000732,0.004248712025019626,44402.552220241436,0.3689877986907959,,
3750,1398.6538670063019,1.5566353797912598,0.004191753467278952,44646.08465798903,0.3669750690460205,,
3800,1417.0045838356018,1.659090280532837,0.004134345884812358,44979.54353531955,0.3642544746398926,,
3850,1435.3385257720947,1.6085810661315918,0.0040765181840664464,44821.56143281378,0.3655383586883545,,
3900,1453.669439792633,1.6550863981246948,0.004018299483030023,44766.78473149171,0.365985631942749,,
3950,1471.9945893287659,1.6576237678527832,0.003959719096572314,44542.19564880623,0.3678309917449951,,
4000,1490.334989309311,1.663004755973816,0.003900806521682049,44604.15248609031,0.36732006072998047,,
4000,1490.334989309311,,,,,1.625184029340744,
4050,1512.6114284992218,1.5574870109558105,0.0038415914226148365,44750.80911928409,0.3661162853240967,,
4100,1530.938050031662,1.6122682094573975,0.003782103615956319,44370.671444685715,0.36925292015075684,,
4150,1549.2636227607727,1.6052308082580566,0.003722373055608624,44996.92034332021,0.36411380767822266,,
4200,1567.5938291549683,1.5995768308639526,0.00366242981770767,44843.87838289342,0.3653564453125,,
4250,1585.9225013256073,1.5700769424438477,0.003602304085478931,44426.11950924021,0.3687920570373535,,
4300,1604.2484016418457,1.6799681186676025,0.0035420261340392703,44788.755235931385,0.36580610275268555,,
4350,1622.5924549102783,1.5993038415908813,0.003481626315152507,44336.89115249052,0.3695342540740967,,
4400,1640.937261581421,1.6663116216659546,0.0034211350419463904,44795.5287151173,0.365750789642334,,
4450,1659.2647058963776,1.5444272756576538,0.003360582773598674,44763.023022647445,0.3660163879394531,,
4500,1677.5924758911133,1.5371906757354736,0.0033,44370.098468535536,0.36925768852233887,,
4500,1677.5924758911133,,,,,1.580730825662613,
4550,1699.8193202018738,1.5953876972198486,0.003239417226401327,44761.88588628492,0.3660256862640381,,
4600,1718.1519303321838,1.4814051389694214,0.0031788649580536104,44845.16601451867,0.36534595489501953,,
4650,1736.481061220169,1.5801270008087158,0.0031183736848474928,44904.183685124655,0.364865779876709,,
4700,1754.8113043308258,1.645456314086914,0.0030579738659607296,44698.094811156916,0.3665480613708496,,
4750,1773.148714542389,1.476486325263977,0.002997695914521069,44995.8007545628,0.3641228675842285,,
4800,1791.4883766174316,1.530173420906067,0.002937570182292331,44978.86640612063,0.3642599582672119,,
