step,wallclock_time,train/loss,train/learning_rate,train/tokens_per_sec,train/iter_time,val/loss,val/final_loss
0,0.9221255779266357,9.270013809204102,0.0,17769.211745352226,0.9220442771911621,,
50,19.184788942337036,3.853314161300659,0.001,44989.26111253686,0.36417579650878906,,
100,37.4778037071228,3.0502052307128906,0.002,45012.04024652009,0.36399149894714355,,
150,55.789387226104736,2.727969169616699,0.003,44805.22536182842,0.36567163467407227,,
200,74.10888767242432,2.6163198947906494,0.004,44811.09796242282,0.36562371253967285,,
250,92.43379473686218,2.582388401031494,0.005,44759.20363964398,0.36604762077331543,,
300,110.76463007926941,2.5622644424438477,0.006,44429.76735357041,0.3687617778778076,,
350,129.08944439888,2.546870708465576,0.006999999999999999,44935.748802543414,0.3646094799041748,,
400,147.41939067840576,2.381620407104492,0.008,44730.27331498632,0.3662843704223633,,
450,165.73815321922302,2.4439315795898438,0.009000000000000001,45046.326052143224,0.36371445655822754,,
500,184.0692901611328,2.40739107131958,0.010000000000000002,44725.96464591241,0.3663196563720703,,
500,184.0692901611328,,,,,2.4216110825538637,
550,206.2939441204071,2.3323211669921875,0.009995468799435917,44488.156838779054,0.36827778816223145,,
600,224.61978769302368,2.356785297393799,0.009981884322978578,45048.57031714514,0.3636963367462158,,
650,242.95060324668884,2.1881234645843506,0.009959273927955706,44672.466635810015,0.3667583465576172,,
700,261.27772998809814,2.2189934253692627,0.009927683148693835,44377.92087082646,0.36919260025024414,,
750,279.60417771339417,2.1845853328704834,0.009887175604818207,44925.34943650029,0.36469388008117676,,
800,297.93459844589233,2.1532044410705566,0.00983783287313134,44883.946640471106,0.36503028869628906,,
850,316.26757979393005,2.1292848587036133,0.009779754323328192,44899.54808443688,0.36490345001220703,,
900,334.5968232154846,2.0655677318573,0.00971305691787882,44406.253585418715,0.3689570426940918,,
950,352.9187684059143,2.101290225982666,0.009637874976481529,44974.06820508122,0.36429882049560547,,
1000,371.2538628578186,1.9911729097366333,0.009554359905560885,44789.04715399676,0.36580371856689453,,
1000,371.2538628578186,,,,,2.0127218782901766,
1050,393.5049571990967,2.074693202972412,0.009462679893355322,44726.54684998269,0.3663148880004883,,
1100,411.83759236335754,1.8937773704528809,0.009363019571208397,44880.69281896916,0.36505675315856934,,
1150,430.1645739078522,2.0771636962890625,0.009255579641745861,44409.26678010331,0.36893200874328613,,
1200,448.50042605400085,1.9689940214157104,0.009140576474687266,44363.68214651618,0.3693110942840576,,
1250,466.85472536087036,1.9757558107376099,0.009018241671106136,44415.81112536639,0.368877649307251,,
1300,485.1804656982422,1.8745465278625488,0.00888882159701625,44844.580718249636,0.36535072326660156,,
